transaction_id,amount,time,location,device,is_new_user,transaction_type,prev_transactions,avg_amount,is_night,Class
T817,78613,2,Delhi,Laptop,1,Card,84,4562,1,1
T818,60786,3,Bangalore,Tablet,0,UPI,72,3062,1,0
T819,30043,16,Kolkata,Laptop,0,Card,40,2317,0,0
T820,4117,19,Delhi,Tablet,0,NetBanking,38,468,0,0
T821,43864,22,Bangalore,Mobile,0,UPI,51,2884,0,0
T822,88156,13,Mumbai,Mobile,0,UPI,47,4997,0,0
T823,10542,17,Hyderabad,Laptop,0,UPI,57,1284,0,0
T824,86446,15,Kolkata,Mobile,0,UPI,47,1626,0,0
T825,91885,17,Bangalore,Mobile,1,NetBanking,18,2466,0,0
T826,15024,23,Bangalore,Laptop,0,NetBanking,73,969,1,0
T827,97188,22,Kolkata,Mobile,0,NetBanking,7,790,0,0
T828,90705,9,Bangalore,Laptop,0,NetBanking,5,394,0,0
T829,86047,0,Mumbai,Mobile,1,UPI,8,1973,1,1
T830,12955,20,Bangalore,Tablet,0,NetBanking,57,4558,0,0
T831,63710,5,Hyderabad,Laptop,0,UPI,35,3797,1,0
T832,38606,4,Bangalore,Tablet,0,NetBanking,17,162,1,0
T833,10851,10,Delhi,Tablet,0,NetBanking,76,4451,0,0
T834,41194,10,Delhi,Mobile,0,UPI,67,3378,0,0
T835,7396,22,Kolkata,Mobile,0,UPI,37,220,0,0
T836,56804,5,Bangalore,Tablet,0,UPI,28,744,1,0
T837,35629,20,Hyderabad,Laptop,0,NetBanking,66,2768,0,0
T838,47506,19,Mumbai,Laptop,0,NetBanking,67,4264,0,0
T839,98599,11,Hyderabad,Tablet,0,UPI,55,4941,0,0
T840,3706,20,Bangalore,Laptop,0,NetBanking,51,4027,0,0
T841,71932,12,Hyderabad,Tablet,0,UPI,31,666,0,0
T842,48616,3,Bangalore,Mobile,0,Card,48,4509,1,0
T843,84874,15,Kolkata,Tablet,1,Card,84,236,0,0
T844,17513,18,Mumbai,Laptop,1,UPI,38,761,0,0
T845,92889,4,Kolkata,Tablet,0,Card,80,3042,1,0
T846,52025,8,Hyderabad,Laptop,0,UPI,36,3770,0,0
T847,23299,13,Delhi,Tablet,0,UPI,22,3418,0,0
T848,36555,20,Hyderabad,Laptop,0,Card,5,3189,0,0
T849,14017,21,Delhi,Laptop,0,Card,29,820,0,0
T850,70369,10,Hyderabad,Mobile,0,NetBanking,77,4829,0,0
T851,90326,3,Bangalore,Laptop,0,NetBanking,27,2353,1,0
T852,69266,21,Mumbai,Mobile,0,UPI,14,3553,0,0
T853,55035,7,Hyderabad,Mobile,1,NetBanking,8,3460,0,0
T854,85025,0,Bangalore,Laptop,0,Card,73,548,1,0
T855,91157,1,Kolkata,Tablet,0,Card,0,3077,1,0
T856,69824,15,Bangalore,Laptop,1,Card,47,4440,0,0
T857,70563,6,Delhi,Mobile,0,UPI,25,4266,0,0
T858,58792,16,Mumbai,Tablet,0,UPI,57,916,0,0
T859,91032,0,Mumbai,Mobile,0,NetBanking,16,350,1,0
T860,51040,2,Mumbai,Laptop,0,UPI,31,1267,1,0
T861,42156,23,Hyderabad,Laptop,0,Card,92,604,1,0
T862,14771,8,Kolkata,Laptop,0,NetBanking,50,3916,0,0
T863,95530,13,Kolkata,Mobile,0,NetBanking,18,4108,0,0
T864,94736,14,Mumbai,Laptop,0,NetBanking,52,3089,0,0
T865,37505,7,Mumbai,Mobile,0,NetBanking,47,293,0,0
T866,77635,7,Delhi,Tablet,1,UPI,75,2898,0,0
T867,55580,7,Delhi,Mobile,1,Card,91,2972,0,0
T868,76948,12,Mumbai,Tablet,0,NetBanking,76,2704,0,0
T869,90201,14,Kolkata,Tablet,0,Card,92,734,0,0
T870,91981,2,Delhi,Laptop,0,UPI,53,305,1,0
T871,22435,7,Bangalore,Laptop,0,UPI,61,4839,0,0
T872,22110,19,Mumbai,Tablet,0,Card,94,2766,0,0
T873,8126,10,Bangalore,Mobile,1,NetBanking,48,770,0,0
T874,89311,1,Mumbai,Tablet,0,UPI,78,2055,1,0
T875,21739,8,Bangalore,Mobile,0,Card,44,1953,0,0
T876,58947,19,Bangalore,Tablet,0,NetBanking,82,143,0,0
T877,20096,6,Kolkata,Tablet,0,Card,91,2025,0,0
T878,35840,16,Hyderabad,Mobile,0,Card,94,3046,0,0
T879,81571,3,Bangalore,Tablet,1,Card,85,3745,1,1
T880,56333,11,Kolkata,Laptop,0,Card,12,153,0,0
T881,51827,7,Hyderabad,Mobile,0,NetBanking,56,1054,0,0
T882,10725,11,Hyderabad,Laptop,0,Card,10,3378,0,0
T883,21939,16,Bangalore,Mobile,0,UPI,49,470,0,0
T884,99261,22,Delhi,Laptop,0,UPI,95,483,0,0
T885,28553,14,Bangalore,Mobile,0,UPI,66,3393,0,0
T886,22688,0,Kolkata,Tablet,0,NetBanking,95,4351,1,0
T887,45048,13,Kolkata,Laptop,0,NetBanking,99,3050,0,0
T888,73593,9,Bangalore,Mobile,0,Card,78,1330,0,0
T889,43495,22,Hyderabad,Mobile,1,NetBanking,87,1463,0,0
T890,49245,4,Kolkata,Tablet,0,Card,32,4587,1,0
T891,90980,4,Bangalore,Laptop,0,NetBanking,69,4600,1,0
T892,25283,2,Bangalore,Mobile,1,UPI,59,3291,1,0
T893,33557,15,Delhi,Mobile,0,UPI,55,465,0,0
T894,44635,7,Hyderabad,Tablet,0,Card,70,4299,0,0
T895,29001,17,Bangalore,Mobile,1,NetBanking,74,1305,0,0
T896,87008,5,Kolkata,Tablet,0,Card,19,1775,1,0
T897,41358,9,Hyderabad,Laptop,0,Card,90,4546,0,0
T898,28402,15,Bangalore,Tablet,0,UPI,34,2606,0,0
T899,61214,20,Bangalore,Laptop,0,Card,74,4703,0,0
T900,62867,20,Kolkata,Tablet,0,UPI,37,3586,0,0
T901,43569,23,Hyderabad,Laptop,0,UPI,95,3939,1,0
T902,83278,2,Kolkata,Tablet,1,UPI,68,3296,1,1
T903,96493,18,Delhi,Tablet,0,UPI,60,4578,0,0
T904,8310,10,Hyderabad,Mobile,0,Card,60,2358,0,0
T905,11194,23,Mumbai,Laptop,0,Card,97,2687,1,0
T906,68898,4,Kolkata,Laptop,1,UPI,11,2317,1,1
T907,52791,5,Kolkata,Laptop,0,Card,74,4483,1,0
T908,94190,17,Delhi,Laptop,0,UPI,53,1198,0,0
T909,91151,4,Mumbai,Tablet,0,NetBanking,58,3004,1,0
T910,78924,21,Kolkata,Mobile,0,UPI,82,1778,0,0
T911,17099,11,Kolkata,Laptop,0,UPI,46,4288,0,0
T912,59921,13,Bangalore,Mobile,0,UPI,49,1235,0,0
T913,12292,22,Delhi,Laptop,0,UPI,78,4975,0,0
T914,34187,21,Hyderabad,Laptop,0,Card,37,2790,0,0
T915,3355,12,Bangalore,Laptop,0,NetBanking,36,1044,0,0
T916,19273,1,Delhi,Tablet,1,NetBanking,25,1710,1,0
T917,24619,11,Bangalore,Tablet,0,UPI,21,4491,0,0
T918,89149,16,Bangalore,Tablet,0,NetBanking,54,1041,0,0
T919,78753,10,Mumbai,Laptop,0,Card,44,1054,0,0
T920,66898,23,Mumbai,Mobile,0,Card,52,3427,1,0
T921,29868,2,Mumbai,Tablet,0,NetBanking,36,1357,1,0
T922,82484,14,Delhi,Mobile,0,Card,56,1330,0,0
T923,27330,20,Hyderabad,Mobile,0,NetBanking,19,3956,0,0
T924,36003,9,Kolkata,Mobile,1,UPI,18,4689,0,0
T925,34414,1,Delhi,Tablet,0,Card,57,862,1,0
T926,92535,17,Bangalore,Tablet,0,UPI,9,4759,0,0
T927,45938,4,Delhi,Mobile,0,UPI,36,2140,1,0
T928,79755,7,Mumbai,Tablet,0,NetBanking,55,2042,0,0
T929,61899,10,Kolkata,Laptop,0,Card,7,961,0,0
T930,55963,9,Hyderabad,Mobile,0,Card,48,736,0,0
T931,83056,3,Bangalore,Tablet,0,UPI,85,3687,1,0
T932,44354,17,Hyderabad,Tablet,0,Card,87,4066,0,0
T933,15835,22,Kolkata,Tablet,0,NetBanking,30,4206,0,0
T934,3473,4,Bangalore,Mobile,0,Card,9,1547,1,0
T935,19683,13,Delhi,Tablet,0,NetBanking,43,3283,0,0
T936,79775,22,Hyderabad,Mobile,0,NetBanking,94,1090,0,0
T937,73293,22,Hyderabad,Laptop,0,UPI,55,325,0,0
T938,93049,12,Delhi,Mobile,0,NetBanking,17,3542,0,0
T939,54319,7,Kolkata,Mobile,0,UPI,14,1626,0,0
T940,86794,12,Hyderabad,Laptop,1,UPI,8,4235,0,0
T941,31479,20,Delhi,Tablet,0,Card,79,546,0,0
T942,36783,11,Kolkata,Tablet,0,Card,59,326,0,0
T943,20627,17,Bangalore,Laptop,0,UPI,38,3879,0,0
T944,33054,7,Delhi,Laptop,0,UPI,80,2132,0,0
T945,66888,5,Hyderabad,Laptop,0,NetBanking,59,1981,1,0
T946,33137,21,Mumbai,Laptop,0,NetBanking,38,2992,0,0
T947,67331,5,Mumbai,Laptop,0,NetBanking,91,152,1,0
T948,75585,2,Bangalore,Mobile,0,Card,97,819,1,0
T949,8697,5,Mumbai,Mobile,1,Card,71,2153,1,0
T950,25905,2,Hyderabad,Tablet,1,UPI,58,926,1,0
T951,49600,4,Kolkata,Tablet,0,NetBanking,88,2434,1,0
T952,29537,20,Delhi,Mobile,1,UPI,21,4720,0,0
T953,16016,9,Mumbai,Mobile,0,NetBanking,19,2647,0,0
T954,92976,16,Delhi,Mobile,0,UPI,96,4068,0,0
T955,99314,12,Hyderabad,Tablet,0,NetBanking,57,4304,0,0
T956,77585,7,Delhi,Tablet,0,Card,89,1234,0,0
T957,76574,12,Hyderabad,Mobile,0,Card,27,1824,0,0
T958,52595,22,Delhi,Laptop,0,Card,81,1012,0,0
T959,52609,6,Hyderabad,Laptop,1,UPI,92,1217,0,0
T960,44469,12,Kolkata,Mobile,0,NetBanking,93,1747,0,0
T961,79514,16,Hyderabad,Tablet,0,NetBanking,14,2861,0,0
T962,78488,22,Kolkata,Tablet,0,UPI,29,4612,0,0
T963,67484,19,Bangalore,Mobile,1,NetBanking,0,1167,0,0
T964,35654,10,Delhi,Tablet,0,NetBanking,8,3971,0,0
T965,63727,0,Bangalore,Tablet,0,NetBanking,56,3051,1,0
T966,57515,11,Hyderabad,Tablet,0,Card,41,982,0,0
T967,28910,6,Hyderabad,Mobile,0,UPI,16,1604,0,0
T968,75576,20,Kolkata,Laptop,1,UPI,55,4585,0,0
T969,45497,17,Delhi,Tablet,0,Card,63,598,0,0
T970,70553,7,Kolkata,Laptop,0,Card,98,2286,0,0
T971,23483,16,Hyderabad,Tablet,0,NetBanking,65,1186,0,0
T972,34742,6,Hyderabad,Laptop,0,Card,16,1129,0,0
T973,11510,23,Mumbai,Tablet,0,NetBanking,65,1673,1,0
T974,77018,4,Kolkata,Tablet,1,Card,67,3897,1,1
T975,77575,12,Hyderabad,Tablet,0,Card,31,3276,0,0
T976,99655,22,Kolkata,Laptop,0,NetBanking,82,1478,0,0
T977,55121,7,Hyderabad,Mobile,0,UPI,27,2061,0,0
T978,12597,15,Hyderabad,Laptop,1,Card,62,4667,0,0
T979,48947,17,Bangalore,Mobile,1,NetBanking,26,4332,0,0
T980,44019,23,Delhi,Laptop,0,NetBanking,87,1498,1,0
T981,76624,1,Hyderabad,Laptop,0,UPI,23,3149,1,0
T982,50348,19,Bangalore,Tablet,0,NetBanking,9,4347,0,0
T983,87334,15,Delhi,Tablet,0,Card,34,4655,0,0
T984,12492,20,Delhi,Laptop,0,NetBanking,46,2498,0,0
T985,78357,19,Kolkata,Mobile,0,Card,3,4282,0,0
T986,67866,15,Mumbai,Tablet,0,NetBanking,88,1701,0,0
T987,4865,2,Hyderabad,Tablet,0,Card,88,727,1,0
T988,77625,20,Kolkata,Tablet,0,Card,96,2441,0,0
T989,93426,13,Bangalore,Mobile,0,NetBanking,45,1083,0,0
T990,25564,4,Hyderabad,Mobile,0,UPI,46,570,1,0
T991,2087,17,Kolkata,Laptop,0,UPI,98,2873,0,0
T992,46027,22,Hyderabad,Laptop,0,NetBanking,39,2285,0,0
T993,53692,19,Hyderabad,Laptop,0,NetBanking,74,4768,0,0
T994,86307,4,Hyderabad,Mobile,0,UPI,52,410,1,0
T995,21022,12,Mumbai,Laptop,0,UPI,68,684,0,0
T996,30366,15,Kolkata,Mobile,0,NetBanking,59,2966,0,0
T997,5998,11,Bangalore,Mobile,0,NetBanking,89,2864,0,0
T998,50142,7,Delhi,Mobile,0,NetBanking,60,831,0,0
T999,69597,8,Delhi,Tablet,0,Card,57,1819,0,0
T1000,65106,1,Hyderabad,Tablet,0,Card,51,1711,1,0
T1001,54810,21,Hyderabad,Mobile,0,Card,0,4004,0,0
T1002,29532,9,Hyderabad,Mobile,0,Card,20,1332,0,0
T1003,43718,12,Delhi,Laptop,0,NetBanking,61,3858,0,0
T1004,60093,12,Bangalore,Mobile,0,UPI,80,4691,0,0
T1005,66225,12,Mumbai,Mobile,1,UPI,13,1362,0,0
T1006,49323,14,Kolkata,Mobile,1,NetBanking,26,368,0,0
T1007,75604,20,Bangalore,Mobile,0,UPI,59,4201,0,0
T1008,13369,16,Bangalore,Laptop,0,NetBanking,33,3176,0,0
T1009,17469,19,Mumbai,Tablet,0,NetBanking,58,4949,0,0
T1010,88309,3,Hyderabad,Laptop,0,Card,13,1585,1,0
T1011,60394,11,Kolkata,Mobile,0,Card,18,4770,0,0
T1012,24142,14,Mumbai,Laptop,0,NetBanking,80,2566,0,0
T1013,92150,19,Bangalore,Laptop,0,NetBanking,31,4627,0,0
T1014,10383,7,Delhi,Mobile,0,UPI,16,3498,0,0
T1015,50325,0,Hyderabad,Mobile,0,Card,35,3312,1,0
T1016,61481,13,Mumbai,Laptop,0,Card,78,4007,0,0
T1017,99211,15,Hyderabad,Tablet,1,Card,61,4624,0,0
T1018,91519,12,Kolkata,Mobile,0,UPI,2,857,0,0
T1019,28907,23,Bangalore,Laptop,1,NetBanking,30,3658,1,0
T1020,75408,1,Mumbai,Mobile,1,UPI,56,4166,1,1
T1021,19329,9,Bangalore,Mobile,0,UPI,68,2880,0,0
T1022,16906,1,Hyderabad,Laptop,1,NetBanking,44,2810,1,0
T1023,57896,5,Bangalore,Mobile,1,NetBanking,3,3264,1,1
T1024,93178,5,Kolkata,Mobile,0,UPI,17,3954,1,0
T1025,50699,8,Bangalore,Laptop,0,Card,83,1129,0,0
T1026,68307,23,Bangalore,Laptop,0,Card,66,3277,1,0
T1027,3822,10,Kolkata,Mobile,1,UPI,3,1575,0,0
T1028,43956,8,Mumbai,Tablet,0,UPI,31,825,0,0
T1029,97883,5,Kolkata,Tablet,0,Card,64,4151,1,0
T1030,84217,15,Bangalore,Tablet,0,Card,76,2910,0,0
T1031,31821,2,Hyderabad,Laptop,1,UPI,75,698,1,0
T1032,63093,16,Mumbai,Laptop,0,UPI,72,1914,0,0
T1033,78637,18,Bangalore,Laptop,1,NetBanking,68,3031,0,0
T1034,46435,22,Kolkata,Mobile,0,UPI,27,2117,0,0
T1035,32080,23,Kolkata,Mobile,0,NetBanking,24,1709,1,0
T1036,66353,9,Mumbai,Tablet,0,UPI,57,4801,0,0
T1037,6882,8,Bangalore,Laptop,0,NetBanking,98,215,0,0
T1038,92307,1,Delhi,Mobile,0,NetBanking,74,1720,1,0
T1039,72184,21,Delhi,Tablet,1,NetBanking,80,3041,0,0
T1040,5795,1,Hyderabad,Tablet,1,Card,41,1077,1,0
T1041,60510,10,Mumbai,Mobile,0,UPI,17,4678,0,0
T1042,74014,15,Delhi,Mobile,0,UPI,46,338,0,0
T1043,22931,9,Bangalore,Mobile,0,NetBanking,76,2430,0,0
T1044,4786,7,Kolkata,Laptop,1,UPI,45,4770,0,0
T1045,23627,11,Kolkata,Tablet,0,NetBanking,42,116,0,0
T1046,46242,16,Kolkata,Mobile,0,UPI,84,619,0,0
T1047,38824,15,Kolkata,Laptop,0,UPI,92,4271,0,0
T1048,16072,22,Mumbai,Tablet,0,Card,73,1194,0,0
T1049,52447,4,Bangalore,Tablet,0,Card,14,4423,1,0
T1050,81426,13,Bangalore,Tablet,0,NetBanking,76,4813,0,0
T1051,3192,4,Kolkata,Laptop,0,NetBanking,28,1287,1,0
T1052,4069,21,Delhi,Tablet,0,UPI,17,1049,0,0
T1053,20423,12,Bangalore,Laptop,0,NetBanking,33,3598,0,0
T1054,83929,3,Kolkata,Laptop,1,Card,51,1031,1,1
T1055,45996,6,Kolkata,Tablet,0,UPI,37,3506,0,0
T1056,64028,19,Hyderabad,Tablet,0,UPI,3,3221,0,0
T1057,83893,4,Delhi,Laptop,0,NetBanking,74,3848,1,0
T1058,98681,3,Mumbai,Laptop,0,NetBanking,33,4813,1,0
T1059,46786,6,Bangalore,Mobile,0,NetBanking,93,1282,0,0
T1060,78086,20,Delhi,Tablet,1,UPI,82,1730,0,0
T1061,387,1,Bangalore,Laptop,0,UPI,9,229,1,0
T1062,90171,16,Bangalore,Mobile,0,UPI,15,344,0,0
T1063,3278,23,Delhi,Mobile,1,Card,84,2151,1,0
T1064,52650,14,Delhi,Laptop,1,Card,94,3892,0,0
T1065,89412,10,Bangalore,Tablet,1,Card,64,4754,0,0
T1066,94271,20,Mumbai,Laptop,0,Card,1,1231,0,0
T1067,10870,10,Hyderabad,Tablet,1,UPI,42,111,0,0
T1068,49446,9,Mumbai,Tablet,1,NetBanking,53,3109,0,0
T1069,90004,15,Kolkata,Mobile,0,NetBanking,53,2177,0,0
T1070,79543,5,Delhi,Laptop,0,Card,95,4973,1,0
T1071,8735,9,Delhi,Tablet,0,NetBanking,76,1115,0,0
T1072,34252,21,Kolkata,Mobile,0,NetBanking,36,1369,0,0
T1073,98099,12,Hyderabad,Laptop,0,Card,83,2510,0,0
T1074,30078,8,Bangalore,Tablet,1,NetBanking,31,3772,0,0
T1075,5643,8,Kolkata,Mobile,0,Card,72,621,0,0
T1076,69445,15,Delhi,Laptop,0,UPI,59,4773,0,0
T1077,29092,18,Hyderabad,Tablet,0,UPI,23,1509,0,0
T1078,26370,13,Bangalore,Tablet,0,Card,14,2760,0,0
T1079,31999,19,Kolkata,Mobile,0,NetBanking,23,3064,0,0
T1080,19153,13,Mumbai,Tablet,1,Card,87,4081,0,0
T1081,21253,11,Delhi,Mobile,0,UPI,69,4231,0,0
T1082,79367,21,Delhi,Mobile,0,Card,79,4635,0,0
T1083,68412,0,Hyderabad,Tablet,1,NetBanking,19,294,1,1
T1084,17146,12,Kolkata,Mobile,0,NetBanking,58,2808,0,0
T1085,60619,18,Mumbai,Tablet,0,NetBanking,94,3889,0,0
T1086,78633,11,Mumbai,Laptop,0,NetBanking,86,3313,0,0
T1087,84384,6,Delhi,Mobile,0,NetBanking,14,3572,0,0
T1088,25356,21,Hyderabad,Mobile,1,UPI,97,2256,0,0
T1089,36734,19,Mumbai,Laptop,0,Card,77,4238,0,0
T1090,964,20,Bangalore,Tablet,0,Card,16,4671,0,0
T1091,81945,22,Bangalore,Mobile,1,NetBanking,12,2438,0,0
T1092,63208,8,Hyderabad,Laptop,0,Card,24,3961,0,0
T1093,34853,12,Mumbai,Tablet,1,UPI,90,1370,0,0
T1094,25316,19,Hyderabad,Tablet,0,Card,95,4178,0,0
T1095,78489,23,Kolkata,Laptop,0,Card,53,2675,1,0
T1096,93815,13,Delhi,Tablet,0,Card,57,228,0,0
T1097,95013,19,Bangalore,Mobile,0,UPI,28,3094,0,0
T1098,69380,2,Delhi,Tablet,0,Card,68,1744,1,0
T1099,79626,3,Delhi,Laptop,0,UPI,18,270,1,0
T1100,52764,21,Mumbai,Laptop,0,UPI,52,4025,0,0
T1101,76086,7,Kolkata,Mobile,0,Card,41,957,0,0
T1102,53075,18,Delhi,Tablet,0,Card,42,1023,0,0
T1103,13431,23,Mumbai,Mobile,0,NetBanking,38,4975,1,0
T1104,54578,22,Mumbai,Tablet,0,NetBanking,25,4606,0,0
T1105,81518,5,Delhi,Tablet,0,Card,18,1571,1,0
T1106,99345,19,Mumbai,Laptop,0,UPI,41,1343,0,0
T1107,71332,2,Kolkata,Laptop,1,UPI,58,4057,1,1
T1108,83986,23,Mumbai,Tablet,0,Card,60,3495,1,0
T1109,98287,5,Bangalore,Tablet,0,NetBanking,42,3734,1,0
T1110,87560,13,Mumbai,Laptop,0,UPI,79,2012,0,0
T1111,91504,21,Hyderabad,Tablet,0,Card,3,1198,0,0
T1112,38467,16,Hyderabad,Tablet,0,UPI,10,3519,0,0
T1113,30233,8,Kolkata,Laptop,0,NetBanking,22,3669,0,0
T1114,40575,10,Delhi,Laptop,1,Card,25,1020,0,0
T1115,97920,18,Delhi,Mobile,0,NetBanking,13,2481,0,0
T1116,36486,16,Bangalore,Tablet,0,Card,29,2647,0,0
T1117,36032,12,Hyderabad,Tablet,0,UPI,88,1046,0,0
T1118,14793,9,Kolkata,Tablet,0,UPI,52,343,0,0
T1119,25181,5,Mumbai,Tablet,0,NetBanking,88,3690,1,0
T1120,97657,16,Kolkata,Laptop,1,UPI,40,4525,0,0
T1121,83484,6,Delhi,Mobile,0,Card,49,4937,0,0
T1122,22590,19,Delhi,Tablet,0,UPI,52,1311,0,0
T1123,9221,3,Hyderabad,Laptop,0,UPI,42,601,1,0
T1124,9021,3,Bangalore,Mobile,0,NetBanking,93,4652,1,0
T1125,96544,2,Mumbai,Laptop,0,UPI,23,4150,1,0
T1126,9047,10,Delhi,Mobile,0,UPI,77,4572,0,0
T1127,48885,15,Hyderabad,Laptop,0,Card,58,3202,0,0
T1128,31079,4,Kolkata,Laptop,0,UPI,47,4157,1,0
T1129,24595,6,Kolkata,Tablet,0,UPI,29,1401,0,0
T1130,7470,1,Mumbai,Mobile,0,Card,93,792,1,0
T1131,29026,6,Hyderabad,Tablet,0,UPI,57,1981,0,0
T1132,5309,12,Mumbai,Laptop,0,Card,43,1835,0,0
T1133,77563,21,Delhi,Tablet,0,UPI,17,2754,0,0
T1134,8033,4,Delhi,Mobile,0,NetBanking,41,2180,1,0
T1135,6189,4,Bangalore,Tablet,0,NetBanking,93,254,1,0
T1136,85514,8,Delhi,Laptop,1,UPI,75,1882,0,0
T1137,26240,0,Delhi,Laptop,0,NetBanking,14,4965,1,0
T1138,22295,6,Mumbai,Laptop,0,NetBanking,53,373,0,0
T1139,18790,6,Bangalore,Tablet,1,NetBanking,37,1309,0,0
T1140,49156,11,Bangalore,Laptop,0,Card,10,4775,0,0
T1141,41950,17,Mumbai,Laptop,0,NetBanking,97,1573,0,0
T1142,19727,5,Mumbai,Mobile,0,UPI,56,3256,1,0
T1143,75418,15,Hyderabad,Tablet,1,Card,38,1535,0,0
T1144,78102,22,Mumbai,Mobile,0,NetBanking,57,4624,0,0
T1145,72195,4,Delhi,Mobile,0,NetBanking,41,3224,1,0
T1146,77342,9,Mumbai,Mobile,0,Card,14,1024,0,0
T1147,51422,14,Mumbai,Tablet,0,NetBanking,9,2495,0,0
T1148,90240,14,Mumbai,Tablet,0,NetBanking,11,2770,0,0
T1149,36233,12,Hyderabad,Mobile,1,UPI,66,1003,0,0
T1150,88683,22,Delhi,Laptop,0,UPI,46,1814,0,0
T1151,94758,12,Mumbai,Laptop,0,NetBanking,15,3366,0,0
T1152,52819,8,Mumbai,Laptop,0,Card,76,1116,0,0
T1153,6570,14,Mumbai,Tablet,0,Card,97,3596,0,0
T1154,44539,16,Hyderabad,Laptop,0,UPI,0,2413,0,0
T1155,75342,15,Delhi,Mobile,1,UPI,55,3540,0,0
T1156,36924,17,Delhi,Laptop,0,NetBanking,80,1823,0,0
T1157,58961,15,Kolkata,Tablet,0,UPI,35,3036,0,0
T1158,14606,5,Hyderabad,Tablet,0,UPI,42,3196,1,0
T1159,38517,12,Delhi,Tablet,0,NetBanking,27,2805,0,0
T1160,28191,18,Mumbai,Laptop,0,Card,31,4306,0,0
T1161,55532,7,Kolkata,Tablet,0,UPI,91,2628,0,0
T1162,7335,13,Bangalore,Tablet,1,UPI,66,3069,0,0
T1163,79923,23,Hyderabad,Tablet,0,NetBanking,93,2576,1,0
T1164,68976,4,Bangalore,Tablet,0,UPI,81,466,1,0
T1165,84917,1,Kolkata,Laptop,0,UPI,44,4370,1,0
T1166,42914,11,Mumbai,Tablet,0,UPI,54,3886,0,0
T1167,21750,2,Mumbai,Tablet,0,Card,25,4569,1,0
T1168,80528,11,Kolkata,Mobile,0,Card,64,4758,0,0
T1169,43994,21,Delhi,Laptop,0,NetBanking,18,1973,0,0
T1170,55471,22,Hyderabad,Laptop,0,NetBanking,59,798,0,0
T1171,83332,18,Hyderabad,Mobile,0,Card,51,2400,0,0
T1172,52449,16,Bangalore,Tablet,1,Card,98,226,0,0
T1173,71238,7,Delhi,Laptop,0,NetBanking,76,1466,0,0
T1174,42079,21,Hyderabad,Laptop,0,NetBanking,27,4179,0,0
T1175,21023,12,Mumbai,Mobile,0,Card,54,4186,0,0
T1176,51513,20,Delhi,Laptop,0,Card,84,3660,0,0
T1177,10404,5,Kolkata,Laptop,0,UPI,63,3514,1,0
T1178,31758,10,Hyderabad,Mobile,0,NetBanking,29,590,0,0
T1179,3829,22,Delhi,Tablet,0,UPI,20,4508,0,0
T1180,96970,22,Kolkata,Tablet,0,UPI,43,3259,0,0
T1181,98262,14,Kolkata,Mobile,0,NetBanking,41,1173,0,0
T1182,46611,19,Delhi,Tablet,0,NetBanking,90,4844,0,0
T1183,69976,12,Bangalore,Tablet,0,UPI,20,4491,0,0
T1184,2259,12,Kolkata,Tablet,0,NetBanking,86,3831,0,0
T1185,47304,21,Hyderabad,Mobile,0,NetBanking,16,127,0,0
T1186,23564,1,Delhi,Mobile,0,Card,40,2281,1,0
T1187,51548,5,Mumbai,Mobile,0,NetBanking,74,1777,1,0
T1188,2981,7,Mumbai,Laptop,0,UPI,98,1348,0,0
T1189,93947,18,Hyderabad,Mobile,0,NetBanking,87,1158,0,0
T1190,22599,12,Kolkata,Laptop,0,UPI,97,4540,0,0
T1191,30707,1,Hyderabad,Mobile,0,UPI,22,4918,1,0
T1192,56444,15,Hyderabad,Laptop,0,Card,72,1764,0,0
T1193,37444,1,Kolkata,Tablet,0,UPI,54,444,1,0
T1194,81888,12,Bangalore,Tablet,0,Card,69,1614,0,0
T1195,84618,9,Delhi,Mobile,0,NetBanking,17,2747,0,0
T1196,59223,8,Mumbai,Laptop,0,NetBanking,3,4386,0,0
T1197,66827,8,Hyderabad,Laptop,0,NetBanking,25,1511,0,0
T1198,27956,15,Delhi,Mobile,0,NetBanking,51,3432,0,0
T1199,66423,14,Mumbai,Tablet,0,Card,1,3776,0,0
T1200,35440,3,Hyderabad,Tablet,1,UPI,73,3360,1,0
T1201,87234,8,Delhi,Mobile,1,Card,62,4716,0,0
T1202,59758,2,Hyderabad,Tablet,1,Card,41,1287,1,1
T1203,13040,11,Bangalore,Laptop,0,UPI,72,298,0,0
T1204,27877,21,Hyderabad,Mobile,0,Card,22,1738,0,0
T1205,59299,6,Bangalore,Mobile,0,NetBanking,28,3377,0,0
T1206,65597,18,Bangalore,Tablet,1,Card,94,898,0,0
T1207,7701,19,Bangalore,Tablet,0,Card,80,4688,0,0
T1208,72933,12,Delhi,Laptop,0,UPI,91,1229,0,0
T1209,28122,5,Delhi,Tablet,0,UPI,98,4789,1,0
T1210,32430,21,Mumbai,Laptop,0,UPI,68,1950,0,0
T1211,39967,18,Kolkata,Laptop,0,NetBanking,61,4339,0,0
T1212,20963,23,Kolkata,Laptop,1,Card,14,4412,1,0
T1213,1615,22,Hyderabad,Tablet,0,Card,13,3017,0,0
T1214,31286,16,Kolkata,Tablet,0,UPI,50,3755,0,0
T1215,36661,15,Bangalore,Tablet,1,NetBanking,41,1396,0,0
T1216,28450,12,Mumbai,Tablet,1,NetBanking,26,2693,0,0
T1217,72327,5,Kolkata,Mobile,0,UPI,86,2281,1,0
